iter	Logloss
251	0.1397070176
252	0.1396358849
253	0.1395583761
254	0.1394315998
255	0.1394040919
256	0.1393805923
257	0.1393687457
258	0.1392165079
259	0.1391611993
260	0.1390607595
261	0.1389558312
262	0.1389106825
263	0.1388254362
264	0.1386693481
265	0.1385969115
266	0.1385327027
267	0.1384960277
268	0.1384673355
269	0.1383594664
270	0.1382756177
271	0.1381982947
272	0.1381035917
273	0.1380586282
274	0.1380032278
275	0.1379777471
276	0.1379582006
277	0.1378934183
278	0.1378283698
279	0.1377988662
280	0.1377123889
281	0.1376291107
282	0.1375824037
283	0.1375330017
284	0.137467058
285	0.1374282036
286	0.1372579006
287	0.1372287009
288	0.1371286154
289	0.137080149
290	0.1370307017
291	0.1369458468
292	0.136844487
293	0.1368059324
294	0.1367765242
295	0.1367411209
296	0.1367058004
297	0.1366359879
298	0.1366053649
299	0.1365415116
300	0.1365052098
301	0.1363709049
302	0.1363223714
303	0.1362665241
304	0.1361693843
305	0.136139893
306	0.1361127424
307	0.136087938
308	0.1360091577
309	0.1359325236
310	0.135878991
311	0.1358506797
312	0.1358201298
313	0.1357612323
314	0.1356825764
315	0.1356118213
316	0.1355753567
317	0.1355373958
318	0.1354357636
319	0.1353799718
320	0.1353576439
321	0.1351739832
322	0.1350975372
323	0.1350595853
324	0.1350024491
325	0.1349675844
326	0.1348890668
327	0.1347707396
328	0.1346916882
329	0.1344905919
330	0.1344069569
331	0.134371512
332	0.1343256413
333	0.1342700628
334	0.134221731
335	0.1341404131
336	0.1340297928
337	0.1339537875
338	0.1339361826
339	0.13390231
340	0.1338545081
341	0.1337033339
342	0.1336493046
343	0.1336155149
344	0.1335755977
345	0.1335312231
346	0.133475669
347	0.1334208319
348	0.1333594183
349	0.1332954401
350	0.1332712631
351	0.1331836251
352	0.1331004133
353	0.1330505782
354	0.1330150587
355	0.1329983221
356	0.1329565917
357	0.1329268273
358	0.132855863
359	0.1327262616
360	0.1327182299
361	0.1326820909
362	0.1325808949
363	0.1325039035
364	0.1324797079
365	0.1324431449
366	0.132408887
367	0.1323284804
368	0.1322934674
369	0.1322414335
370	0.1321991651
371	0.1321575197
372	0.132045678
373	0.1319654058
374	0.131886934
375	0.1318131264
376	0.1317376255
377	0.1317100366
378	0.1316736795
379	0.1315632178
380	0.1314877988
381	0.1314248384
382	0.1313544367
383	0.1313251619
384	0.1312997036
385	0.1312319773
386	0.1312058049
387	0.1311801769
388	0.1311444565
389	0.1311097567
390	0.1310623301
391	0.1310396582
392	0.13101068
393	0.1309635977
394	0.1308867922
395	0.1307880013
396	0.130667077
397	0.130608708
398	0.1305769315
399	0.1304914492
400	0.1303764445
401	0.1303569948
402	0.1302870903
403	0.1302741138
404	0.1302680937
405	0.1302023131
406	0.1301605903
407	0.1300635007
408	0.1300101236
409	0.1299686209
410	0.1299493894
411	0.129910298
412	0.129875472
413	0.1298483752
414	0.1297912545
415	0.1297369638
416	0.1296792591
417	0.1296297223
418	0.1296039613
419	0.1294957558
420	0.1294133128
421	0.1292741679
422	0.1292248034
423	0.1292162829
424	0.1291551052
425	0.129111039
426	0.1290616182
427	0.128996605
428	0.128925357
429	0.1288869954
430	0.1288594391
431	0.1287851458
432	0.1287449367
433	0.1286950769
434	0.1286343033
435	0.1285895784
436	0.1285621381
437	0.1285370422
438	0.1285187527
439	0.1284483186
440	0.1284089258
441	0.1283586529
442	0.1283051476
443	0.1282968238
444	0.1282719843
445	0.1282337141
446	0.1281238668
447	0.1280338321
448	0.1280015242
449	0.1279686916
450	0.127939513
451	0.1279025239
452	0.1278874642
453	0.1278598362
454	0.12780569
455	0.1277604452
456	0.12774309
457	0.1277119919
458	0.127680696
459	0.1275933036
460	0.127538055
461	0.1275139203
462	0.1274836199
463	0.1274667347
464	0.1274251211
465	0.127398963
466	0.1273167295
467	0.1272645665
468	0.1272065394
469	0.1271680477
470	0.1271444281
471	0.1270571641
472	0.1270022075
473	0.1269856152
474	0.1269140788
475	0.1268572746
476	0.1267852738
477	0.1267002846
478	0.1266662627
479	0.1266139263
480	0.126543081
481	0.1265009395
482	0.1264575382
483	0.1263428648
484	0.126322004
485	0.1263083158
486	0.1262903899
487	0.1262329642
488	0.1261823222
489	0.1261469741
490	0.1261263565
491	0.1260622292
492	0.1260332404
493	0.1260013424
494	0.1259543468
495	0.1259345831
496	0.1259101884
497	0.1258946699
498	0.125862905
499	0.1258259034
500	0.1258017649
501	0.1257581653
502	0.1257489964
503	0.1256483767
504	0.1256357358
505	0.1256277321
506	0.1256008879
507	0.1255699797
508	0.12553098
509	0.1254979719
510	0.1254645419
511	0.1254368135
512	0.1254075854
513	0.1253673686
514	0.1253470166
515	0.1252764668
516	0.1251839038
517	0.1251356202
518	0.125119596
519	0.1250970593
520	0.1250419402
521	0.1249982874
522	0.1248953773
523	0.1248115752
524	0.1247896424
525	0.1246775838
526	0.1246414923
527	0.1245959192
528	0.1245707665
529	0.1244878482
530	0.1244485815
531	0.1244277687
532	0.1243561514
533	0.1242897791
534	0.1242375348
535	0.1242329432
536	0.1241701829
537	0.1241444733
538	0.1241012399
539	0.1240733155
540	0.1239718525
541	0.123927351
542	0.1238919021
543	0.123825309
544	0.123798261
545	0.1237501777
546	0.1236749995
547	0.1236331696
548	0.1235703137
549	0.1235277854
550	0.1235157043
551	0.1234747406
552	0.1234184106
553	0.1233764386
554	0.123344465
555	0.123296482
556	0.123281315
557	0.1232616782
558	0.1232470676
559	0.1231930533
560	0.1231540797
561	0.1230953213
562	0.1230351575
563	0.1230099783
564	0.1229489562
565	0.1229047704
566	0.1228382464
567	0.1228002027
568	0.1227148839
569	0.1227033895
570	0.1226620274
571	0.1225906304
572	0.1225551457
573	0.1225367828
574	0.122507437
575	0.1224684512
576	0.1224397493
577	0.1223708123
578	0.1223358635
579	0.1222630187
580	0.1222117192
581	0.1221970051
582	0.122151653
583	0.1221433714
584	0.1221215158
585	0.122107277
586	0.1220447462
587	0.1220181963
588	0.1219876537
589	0.1219498544
590	0.1219424346
591	0.1218712176
592	0.1217779422
593	0.1217440307
594	0.1217091222
595	0.1215824136
596	0.1215029661
597	0.1214830644
598	0.1214622283
599	0.1213495408
600	0.1212782176
601	0.1212239106
602	0.1211929219
603	0.121132094
604	0.1211096707
605	0.1210761827
606	0.121025587
607	0.1209634097
608	0.1209006396
609	0.1207598901
610	0.1206537427
611	0.1205825297
612	0.1205535249
613	0.120501775
614	0.1204813526
615	0.120426881
616	0.1203900314
617	0.1203508702
618	0.1202908597
619	0.1202633911
620	0.120239991
621	0.1202082352
622	0.1201829571
623	0.1201318699
624	0.1200118447
625	0.1199385288
626	0.1199056563
627	0.1198539668
628	0.1198079345
629	0.1197524243
630	0.1197427736
631	0.1197086489
632	0.1196780344
633	0.1196514736
634	0.1196427772
635	0.1195743532
636	0.1195348417
637	0.1195224265
638	0.1194923512
639	0.1194466792
640	0.1193910957
641	0.1193433844
642	0.1193241976
643	0.119291685
644	0.119228071
645	0.1192124409
646	0.1191459466
647	0.1191360122
648	0.1191065442
649	0.1190941604
650	0.1190709774
651	0.1190441285
652	0.118978324
653	0.1189047389
654	0.1188961065
655	0.1188616921
656	0.1188112726
657	0.1186892314
658	0.1186617225
659	0.1185679644
660	0.1185269701
661	0.1184931484
662	0.1184247585
663	0.1183940854
664	0.1183548007
665	0.118310579
666	0.1182845807
667	0.1181621665
668	0.1180640117
669	0.1180524691
670	0.1180450956
671	0.1180009325
672	0.1179476807
673	0.1178798653
674	0.1178691163
675	0.117824466
676	0.1177600984
677	0.1177208657
678	0.1176762106
679	0.1175603806
680	0.1174890754
681	0.1173110051
682	0.1172624827
683	0.1172080931
684	0.1171710966
685	0.1171406898
686	0.1170922633
687	0.1169752146
688	0.1169338474
689	0.1168970737
690	0.1168216382
691	0.1167494835
692	0.1166792299
693	0.116654141
694	0.1165648915
695	0.1165578318
696	0.1165091509
697	0.1164989885
698	0.1164393846
699	0.1163580016
700	0.1163291937
701	0.1162655892
702	0.1162040738
703	0.1161744586
704	0.1161407239
705	0.1161239794
706	0.1160834001
707	0.116057849
708	0.1160048502
709	0.1159673208
710	0.115916844
711	0.1158982398
712	0.1158631609
713	0.1158420878
714	0.1158037919
715	0.1157861238
716	0.1157796499
717	0.1157365864
718	0.1157010276
719	0.1156819829
720	0.1156409008
721	0.1156079276
722	0.1155562027
723	0.1155251997
724	0.115470565
725	0.1153741838
726	0.1152990591
727	0.1152137966
728	0.1152005882
729	0.115113025
730	0.1150341785
731	0.1150114828
732	0.1150045719
733	0.1149178055
734	0.1149017669
735	0.1148491588
736	0.1147535147
737	0.1147009251
738	0.1146940437
739	0.1146655798
740	0.114651879
741	0.1145932007
742	0.1145451947
743	0.1145232339
744	0.1144521261
745	0.1144047963
746	0.1143760762
747	0.1142906889
748	0.1142459805
749	0.1142304478
750	0.1141588629
751	0.1141178579
752	0.1140888728
753	0.1140632591
754	0.1140377652
755	0.1139752083
756	0.1139233323
757	0.1139023919
758	0.1137868056
759	0.1137373081
760	0.113682256
761	0.1136445384
762	0.1136235615
763	0.1136011814
764	0.1135618406
765	0.1135347562
766	0.1134998608
767	0.1134874602
768	0.1134257131
769	0.1133983176
770	0.1132903912
771	0.1132106722
772	0.1131576674
773	0.1131309362
774	0.1130844051
775	0.1130623599
776	0.1130240772
777	0.1129542933
778	0.1129204796
779	0.1129006576
780	0.1128522358
781	0.1128389067
782	0.1128000164
783	0.112793112
784	0.1127744826
785	0.1127192396
786	0.1126275301
787	0.1125723502
788	0.112471126
789	0.1123576258
790	0.1123297129
791	0.1123202244
792	0.1123033377
793	0.1122465801
794	0.1122004131
795	0.1121887605
796	0.1121445718
797	0.1120788858
798	0.1120064168
799	0.1119282739
800	0.111900015
801	0.1118363109
802	0.1118099566
803	0.1117920176
804	0.1117423198
805	0.1116602781
806	0.1115833665
807	0.1114296146
808	0.1114087375
809	0.1113477105
810	0.11125897
811	0.1112024325
812	0.1111974789
813	0.1111534493
814	0.1110928737
815	0.1110277034
816	0.1109869821
817	0.1109241131
818	0.1108893884
819	0.1108536715
820	0.1107810805
821	0.1107726514
822	0.1107419345
823	0.1107183942
824	0.1106855944
825	0.110650435
826	0.1106241711
827	0.110579117
828	0.1105347555
829	0.1104633159
830	0.1104096597
831	0.1103486981
832	0.1103151297
833	0.1103105321
834	0.1103040258
835	0.1102719396
836	0.1102491901
837	0.1101943494
838	0.1101593563
839	0.1100601823
840	0.1100394213
841	0.11002414
842	0.1100145443
843	0.1100044683
844	0.1099872465
845	0.1099541727
846	0.1099355573
847	0.1099354778
848	0.109877579
849	0.1098359329
850	0.109820872
851	0.1097938943
852	0.1097592022
853	0.1097221679
854	0.1096995032
855	0.1096542804
856	0.1096241429
857	0.1096118451
858	0.1095422977
859	0.1094793814
860	0.1094450891
861	0.1094184492
862	0.1093719996
863	0.1093347587
864	0.1092430507
865	0.1091753126
866	0.1091161421
867	0.1090577259
868	0.1090425178
869	0.109011223
870	0.1089588471
871	0.1088850798
872	0.1088556926
873	0.1088312624
874	0.1087889039
875	0.108782932
876	0.1087399603
877	0.108690422
878	0.1086689823
879	0.108643581
880	0.108598826
881	0.1085802826
882	0.1085194892
883	0.1084752308
884	0.1084265488
885	0.108372069
886	0.1083218598
887	0.1082734257
888	0.1082378846
889	0.1081779286
890	0.1081560161
891	0.1081378045
892	0.1081217905
893	0.1081019134
894	0.1080468302
895	0.1079599554
896	0.1079067109
897	0.1078772358
898	0.1078196259
899	0.10779893
900	0.1077672503
901	0.1077209979
902	0.1076594075
903	0.1076446767
904	0.107604323
905	0.1075807662
906	0.1075609047
907	0.1075593446
908	0.1075460897
909	0.1074885448
910	0.1074287359
911	0.1073437059
912	0.1072857501
913	0.1072551116
914	0.107214553
915	0.1071922763
916	0.1071630688
917	0.1071438241
918	0.1071243133
919	0.1070750767
920	0.1069830231
921	0.1069395189
922	0.1069228981
923	0.1068727752
924	0.1068664338
925	0.1068184131
926	0.1068022899
927	0.1067764191
928	0.1066773763
929	0.1066773164
930	0.1066401357
931	0.1065845145
932	0.1065476462
933	0.1064852487
934	0.1064458903
935	0.1063760064
936	0.1063367692
937	0.1062961741
938	0.1062248317
939	0.1062054321
940	0.1061464586
941	0.1061014468
942	0.1060743207
943	0.10601252
944	0.1059729628
945	0.1059233446
946	0.1059168347
947	0.1058490014
948	0.1058045118
949	0.1057612713
950	0.1056810689
951	0.1056345935
952	0.1055679882
953	0.1054951424
954	0.1054329409
955	0.1054053008
956	0.1053928936
957	0.1053732429
958	0.1053403145
959	0.1053327692
960	0.1053233334
961	0.105298642
962	0.1051944895
963	0.1051505312
964	0.1051380586
965	0.1051221806
966	0.1050979863
967	0.1050838554
968	0.1050421983
969	0.1049474132
970	0.1049231202
971	0.104883201
972	0.1048653688
973	0.1047931622
974	0.1047778286
975	0.1047523374
976	0.1046898653
977	0.1046592384
978	0.1046186254
979	0.1046152637
980	0.104606546
981	0.1045824931
982	0.1045172054
983	0.1044839274
984	0.1043945865
985	0.1043560177
986	0.1043490637
987	0.1043146589
988	0.1042391464
989	0.104228523
990	0.1042203722
991	0.104215211
992	0.1041763622
993	0.1041128186
994	0.104083242
995	0.1040792937
996	0.1040495007
997	0.1040434203
998	0.1040248843
999	0.10401955
