iter	Logloss
262	0.1530674025
263	0.1530620699
264	0.1530099131
265	0.1529567997
266	0.152896794
267	0.1528300041
268	0.1528198654
269	0.1527450522
270	0.152718573
271	0.1526728706
272	0.1525933876
273	0.1524943965
274	0.1524305176
275	0.1523882849
276	0.1523456117
277	0.15234561
278	0.1522583383
279	0.152143736
280	0.1521256553
281	0.1520857749
282	0.1520806138
283	0.1520472721
284	0.1520098063
285	0.1519855382
286	0.1519555157
287	0.1519278408
288	0.151927828
289	0.1519191811
290	0.1518956417
291	0.1518411222
292	0.151819553
293	0.1517122304
294	0.1516588593
295	0.1516239427
296	0.1515928936
297	0.1515508544
298	0.151514839
299	0.1514992826
300	0.1514792639
301	0.1514683136
302	0.1514455491
303	0.1514075988
304	0.1513559364
305	0.1512831169
306	0.1512615699
307	0.1512514763
308	0.1512141538
309	0.1511737108
310	0.1511354128
311	0.1511031584
312	0.1510868691
313	0.1510090308
314	0.1509614971
315	0.150928938
316	0.1508773802
317	0.1508657062
318	0.1508424232
319	0.1508019504
320	0.150746417
321	0.1506616566
322	0.1506303256
323	0.1505371174
324	0.1505135952
325	0.1504868345
326	0.1503701634
327	0.1503285327
328	0.1503013681
329	0.1503013614
330	0.1502759614
331	0.150239247
332	0.150179441
333	0.150155829
334	0.1501207566
335	0.1500820971
336	0.1499937822
337	0.1499786409
338	0.1499477488
339	0.1499099462
340	0.1498718022
341	0.1497892847
342	0.1497158923
343	0.149707055
344	0.1496889774
345	0.1496512187
346	0.1496207945
347	0.149561775
348	0.1495142446
349	0.1494594659
350	0.1494391976
351	0.1493154981
352	0.1492792785
353	0.1492283973
354	0.1492096579
355	0.1491576913
356	0.1490903502
357	0.1490252795
358	0.1490012192
359	0.1489709835
360	0.1489533369
361	0.148920775
362	0.1488963326
363	0.148845332
364	0.1488038364
365	0.1487363351
366	0.1487155465
367	0.1486543447
368	0.1485820426
369	0.148563757
370	0.1485359274
371	0.1485256563
372	0.1484942075
373	0.1484115071
374	0.1483476306
375	0.1483182381
376	0.1482730764
377	0.1482521782
378	0.148224585
379	0.1481748013
380	0.1481397628
381	0.1481238145
382	0.1480657191
383	0.1480515313
384	0.1479893074
385	0.1479543519
386	0.14792109
387	0.1478809826
388	0.1478401681
389	0.1477810507
390	0.1477121528
391	0.1476940631
392	0.1476786913
393	0.1475806506
394	0.1475614805
395	0.1475429451
396	0.1474991366
397	0.1474641758
398	0.1474050365
399	0.1473808497
400	0.1473609421
401	0.1472764903
402	0.147243784
403	0.147224696
404	0.1471575511
405	0.1471201499
406	0.1471031511
407	0.1470400119
408	0.1469701871
409	0.1469544819
410	0.1469360352
411	0.1468961467
412	0.1468761662
413	0.1468514407
414	0.1468328592
415	0.1467731913
416	0.1467508087
417	0.1467112452
418	0.1466912748
419	0.1466448452
420	0.1466031281
421	0.1465422503
422	0.1465050112
423	0.1464621427
424	0.14642692
425	0.1464104816
426	0.1463620364
427	0.146338536
428	0.1462907046
429	0.1462686408
430	0.1462331105
431	0.1462070146
432	0.1461850448
433	0.146154984
434	0.1461106561
435	0.1460786085
436	0.1460349046
437	0.1459931649
438	0.1459844409
439	0.1459754043
440	0.1459470288
441	0.1459248706
442	0.1458820515
443	0.1458498623
444	0.1458152795
445	0.145768515
446	0.1457514162
447	0.1457403703
448	0.14570177
449	0.1456520726
450	0.1455864993
451	0.145561378
452	0.1455464998
453	0.1455228577
454	0.1454547612
455	0.1454007077
456	0.1453695237
457	0.1453482097
458	0.145327904
459	0.1452965698
460	0.1452908055
461	0.1452731844
462	0.1452601269
463	0.1452274925
464	0.1452145778
465	0.1452034233
466	0.145189828
467	0.1451600588
468	0.1451347585
469	0.1450903382
470	0.1450701774
471	0.1450508826
472	0.1450360996
473	0.1449909706
474	0.1449453968
475	0.1449082397
476	0.1448963825
477	0.1448842194
478	0.1448408787
479	0.1448294715
480	0.1448135965
481	0.1447996547
482	0.1447907628
483	0.1447624013
484	0.1447503496
485	0.144704264
486	0.1446790481
487	0.1446391957
488	0.1446036534
489	0.1445885523
490	0.1445778685
491	0.1445677655
492	0.1445223114
493	0.1444747823
494	0.1444618511
495	0.1444520096
496	0.1444430503
497	0.1444316608
498	0.1444046493
499	0.1443827701
500	0.1443427019
501	0.1442916867
502	0.1442512427
503	0.144242229
504	0.1442342039
505	0.1442074639
506	0.1441717121
507	0.1441441853
508	0.1441441577
509	0.1441441043
510	0.1441305593
511	0.1441006123
512	0.144090476
513	0.1440567706
514	0.1440455153
515	0.1440274914
516	0.143977818
517	0.1439582588
518	0.1439350704
519	0.1439310485
520	0.1439159493
521	0.1438819041
522	0.1438485666
523	0.1438319971
524	0.1437709524
525	0.143753952
526	0.1437222216
527	0.1436879426
528	0.1436581703
529	0.1436349576
530	0.1436284185
531	0.1436059008
532	0.1435983044
533	0.1435639624
534	0.1435345755
535	0.1434711756
536	0.1434481859
537	0.1434154287
538	0.1433945171
539	0.1433772242
540	0.1433132127
541	0.1432501918
542	0.1432274639
543	0.1431858978
544	0.1431536091
545	0.1431452492
546	0.143124378
547	0.1430882299
548	0.1430650619
549	0.1430456788
550	0.1430251782
551	0.1429956739
552	0.1429857151
553	0.1429397229
554	0.1429319447
555	0.1429085501
556	0.1428790313
557	0.1428601005
558	0.1428223981
559	0.1427859286
560	0.1427676022
561	0.1427450549
562	0.1426935967
563	0.1426634264
564	0.1426187123
565	0.1425822651
566	0.1425746776
567	0.1425470471
568	0.1425245336
569	0.1425110768
570	0.1425025724
571	0.1424961786
572	0.1424541722
573	0.1424322615
574	0.1423751477
575	0.1423514868
576	0.142340017
577	0.1423384911
578	0.1423311225
579	0.1422670264
580	0.14223357
581	0.1421972897
582	0.1421833841
583	0.142162845
584	0.1421439182
585	0.1421260244
586	0.1421148117
587	0.1421071082
588	0.142081235
589	0.1420668999
590	0.1420570315
591	0.1420314613
592	0.1419987938
593	0.1419630339
594	0.1419549779
595	0.1419292598
596	0.1418999405
597	0.1418803669
598	0.1418608226
599	0.1418298244
600	0.1417985135
601	0.141789138
602	0.1417729356
603	0.1417245581
604	0.1416984579
605	0.1416880642
606	0.1416727515
607	0.1416563256
608	0.1416127275
609	0.1415792144
610	0.1415566736
611	0.141532215
612	0.141506163
613	0.1414862358
614	0.141462047
615	0.1414433008
616	0.1413794168
617	0.1413487452
618	0.1413261955
619	0.1413192097
620	0.141306018
621	0.1412993053
622	0.1412712699
623	0.1412528824
624	0.1412218222
625	0.1411687677
626	0.1411020497
627	0.1410696676
628	0.1410513139
629	0.1410374583
630	0.1410077598
631	0.1409847948
632	0.1409350176
633	0.1409114123
634	0.1408828928
635	0.1408764798
636	0.1408177902
637	0.1408090384
638	0.1407824897
639	0.1407602539
640	0.1407280458
641	0.1406999701
642	0.1406773453
643	0.14063127
644	0.1405912273
645	0.1405736626
646	0.1405470984
647	0.1405163859
648	0.1405103252
649	0.1405001345
650	0.1404782244
651	0.1404567853
652	0.1404377129
653	0.1404279963
654	0.1404196745
655	0.1403907363
656	0.1403825883
657	0.1403707363
658	0.1403543152
659	0.1403316976
660	0.1402942441
661	0.1402726203
662	0.1402398512
663	0.1402131635
664	0.1401610713
665	0.1401323819
666	0.1400738648
667	0.1400442482
668	0.1400236143
669	0.1400022797
670	0.1399637534
671	0.1399192435
672	0.1398899732
673	0.1398706669
674	0.1398348832
675	0.1397907335
676	0.1397665923
677	0.1397249711
678	0.1397138411
679	0.1396936364
680	0.1396497152
681	0.1396135252
682	0.1395828613
683	0.1395261373
684	0.1394906611
685	0.139441121
686	0.1394002521
687	0.1393612751
688	0.139338101
689	0.1393213015
690	0.1393058827
691	0.1392908412
692	0.1392625421
693	0.1392437128
694	0.1392322213
695	0.1392219609
696	0.139170229
697	0.1391336999
698	0.1391081066
699	0.1390844985
700	0.1390566937
701	0.1390389338
702	0.1390010639
703	0.1389653321
704	0.13893832
705	0.1388743265
706	0.1388662239
707	0.1388426603
708	0.138831843
709	0.1387939605
710	0.1387811452
711	0.1387722169
712	0.1387526346
713	0.1387296498
714	0.1387044861
715	0.1386968649
716	0.138661655
717	0.1386289155
718	0.1386132145
719	0.1385548779
720	0.1385308229
721	0.1385141356
722	0.1384752433
723	0.1384222128
724	0.1383751958
725	0.1383492109
726	0.1382905171
727	0.1382558994
728	0.1381974485
729	0.1381607377
730	0.1381366378
731	0.1381075019
732	0.1380745957
733	0.138038264
734	0.1380302722
735	0.1379822987
736	0.1379656018
737	0.1379580029
738	0.1379461157
739	0.1379303088
740	0.1379077435
741	0.1378640138
742	0.1378021959
743	0.13778736
744	0.1377581082
745	0.1377339931
746	0.1377137454
747	0.1377025983
748	0.1376525799
749	0.1375930322
750	0.1375725421
751	0.1375525968
752	0.1375292598
753	0.1374993564
754	0.1374772642
755	0.1374420397
756	0.1373706141
757	0.1373634235
758	0.1373197418
759	0.1372641693
760	0.1372305908
761	0.137208776
762	0.1371778184
763	0.1371566007
764	0.1371333399
765	0.137078779
766	0.1370457196
767	0.1370208239
768	0.1369877929
769	0.1369784836
770	0.1369577491
771	0.1369461823
772	0.1369367274
773	0.1369253503
774	0.1369102252
775	0.1368917172
776	0.1368400334
777	0.1368261141
778	0.1368206766
779	0.1368046705
780	0.1367880287
781	0.1367811469
782	0.1367578349
783	0.1367423917
784	0.1367300153
785	0.1367171314
786	0.1366915333
787	0.1366566809
788	0.13663661
789	0.1366112808
790	0.1365901189
791	0.1365525836
792	0.1365356903
793	0.136486286
794	0.1364609868
795	0.1364329469
796	0.1363872281
797	0.1363409796
798	0.1363148767
799	0.1362915678
800	0.1362713652
801	0.1362522798
802	0.1362308205
803	0.1361847074
804	0.1361586048
805	0.1361395971
806	0.1361325303
807	0.1361177293
808	0.1361018446
809	0.1360627302
810	0.1360302248
811	0.1359983909
812	0.1359669046
813	0.1359431643
814	0.135922054
815	0.1358986406
816	0.1358746752
817	0.1358577428
818	0.1358426938
819	0.1358350678
820	0.1358034671
821	0.1357711818
822	0.1357453385
823	0.1357122039
824	0.1357035658
825	0.1356752966
826	0.1356411945
827	0.1356223696
828	0.1356079975
829	0.1355852616
830	0.1355614599
831	0.1355317872
832	0.1354843877
833	0.1354694875
834	0.1354481837
835	0.1354378505
836	0.1354204033
837	0.1353961639
838	0.1353642842
839	0.1353522803
840	0.135332177
841	0.1353276169
842	0.135302768
843	0.1352652607
844	0.135223314
845	0.1352072643
846	0.1351801631
847	0.1351522193
848	0.1350979209
849	0.1350763819
850	0.1350363496
851	0.1350213021
852	0.1350063928
853	0.1349771015
854	0.1349703643
855	0.1349403104
856	0.1349188303
857	0.1348795965
858	0.134858076
859	0.1348362902
860	0.1348217481
861	0.1348050837
862	0.13477087398863	0.13474923118864	0.13472762458865	0.13471206438866	0.13469158448867	0.13466214218868	0.13464164358869	0.134626497
870	0.1345913762
871	0.1345614844
872	0.1345327988
873	0.1344954157
874	0.13448025487875	0.13445332387876	0.13442768
877	0.1344154236
878	0.1344022568
879	0.1343741869
880	0.1343532906
881	0.1343383847
882	0.13432184388883	0.13427163888884	0.13425612388885	0.13423177488886	0.13421307288887	0.13418692088888	0.13415154688889	0.13412736989890	0.13411552889891	0.13408474892892	0.1340436289893	0.13402618789894	0.13395756689895	0.1339033578896	0.13388249489897	0.1338505748898	0.13382815798899	0.13378386990900	0.13376513390901	0.13374479290902	0.13373176190903	0.13371399990904	0.13368907390905	0.13365469290906	0.13364240590907	0.1336175169908	0.13360039649909	0.13358208
910	0.1335582118
911	0.1335449953
912	0.1334943441
913	0.1334793013
914	0.1334432252
915	0.13341818891916	0.13339189591917	0.13337116918918	0.13335719919919	0.13334206920920	0.13332273921921	0.13330121922922	0.13327611923923	0.1332460924	924	0.1332277925	925	0.1332070926	926	0.1331915927	927	0.133173928	0928	0.133149929	0929	0.133120930	0930	0.13310931	0.931	0.13308932	0932	0.133072933	0933	0.133056934	0934	0.133034935	0935	0.133011936	0936	0.132990937	0937	0.132979938	0938	0.132951939	0939	0.132938940	0940	0.132919941	0941	0.132896942	0942	0.132873943	0943	0.132853944	0944	0.132827945	0945	0.132779946	0946	0.132755947	0947	0.1327948	0.948	0.13271949	0.949	0.13269950	0.950	0.13268951	0.951	0.13265952	0.952	0.13264953	0.953	0.13262954	0.954	0.13260955	0.955	0.13257956	0.956	0.13255957	0.957	0.13252958	0.958	0.13250959	0.959	0.13248960	0.960	0.13247961	0.961	0.13245962	0.962	0.13243963	963	0.1324243964	964	0.1324121965	965	0.1323935966	966	0.1323532967	967	0.1323356968968	0.13231508969969	0.13226191970970	0.13225129971971	0.13223791972972	0.13221133973973	0.13220170974974	0.1321835975	975	0.1321413976	976	0.1321148977	977	0.1321036978	978	0.1320866979	979	0.1320678980	980	0.1320572981	981	0.1320199982	982	0.131992983	0983	0.131977984	0984	0.131960985	0985	0.131935986	0986	0.131929987	0987	0.131903988	0988	0.131887989	0989	0.131865990	0990	0.131849991	0991	0.131829992	0992	0.131820993	0993	0.131811994	0994	0.131783995	0995	0.131761996	0996	0.131753997	0997	0.131728998	998	0.1316834999	999	0.1316618761
51291

999	0.1293123844
